Name,Ticker,Yahoo_Equivalent_Code
Transwarranty Finance Limited,TFL.NS,"'TFL.NS',"
TGB Banquets And Hotels Limited,TGBHOTELS.NS,"'TGBHOTELS.NS',"
Thangamayil Jewellery Limited,THANGAMAYL.NS,"'THANGAMAYL.NS',"
The Investment Trust Of India Limited,THEINVEST.NS,"'THEINVEST.NS',"
Themis Medicare Limited,THEMISMED.NS,"'THEMISMED.NS',"
Thermax Limited,THERMAX.NS,"'THERMAX.NS',"
Thiru Arooran Sugars Limited,THIRUSUGAR.NS,"'THIRUSUGAR.NS',"
Thomas Cook  (India)  Limited,THOMASCOOK.NS,"'THOMASCOOK.NS',"
Thomas Scott (India) Limited,THOMASCOTT.NS,"'THOMASCOTT.NS',"
Thyrocare Technologies Limited,THYROCARE.NS,"'THYROCARE.NS',"
Tilaknagar Industries Limited,TI.NS,"'TI.NS',"
Tide Water Oil Company (India) Limited,TIDEWATER.NS,"'TIDEWATER.NS',"
Technocraft Industries (India) Limited,TIIL.NS,"'TIIL.NS',"
Tube Investments of India Limited,TIINDIA.NS,"'TIINDIA.NS',"
Tijaria Polypipes Limited,TIJARIA.NS,"'TIJARIA.NS',"
TIL Limited,TIL.NS,"'TIL.NS',"
Times Guaranty Limited,TIMESGTY.NS,"'TIMESGTY.NS',"
Time Technoplast Limited,TIMETECHNO.NS,"'TIMETECHNO.NS',"
Timken India Limited,TIMKEN.NS,"'TIMKEN.NS',"
The Tinplate Company of India Limited,TINPLATE.NS,"'TINPLATE.NS',"
TIPS Industries Limited,TIPSINDLTD.NS,"'TIPSINDLTD.NS',"
Thirumalai Chemicals Limited,TIRUMALCHM.NS,"'TIRUMALCHM.NS',"
Tirupati Forge Limited,TIRUPATIFL.NS,"'TIRUPATIFL.NS',"
Titan Company Limited,TITAN.NS,"'TITAN.NS',"
The Mandhana Retail Ventures Limited,TMRVL.NS,"'TMRVL.NS',"
Tamilnadu PetroProducts Limited,TNPETRO.NS,"'TNPETRO.NS',"
Tamil Nadu Newsprint & Papers Limited,TNPL.NS,"'TNPL.NS',"
Tamilnadu Telecommunication Limited,TNTELE.NS,"'TNTELE.NS',"
Tokyo Plast International Limited,TOKYOPLAST.NS,"'TOKYOPLAST.NS',"
Torrent Pharmaceuticals Limited,TORNTPHARM.NS,"'TORNTPHARM.NS',"
Torrent Power Limited,TORNTPOWER.NS,"'TORNTPOWER.NS',"
Total Transport Systems Limited,TOTAL.NS,"'TOTAL.NS',"
Touchwood Entertainment Limited,TOUCHWOOD.NS,"'TOUCHWOOD.NS',"
TPL Plastech Limited,TPLPLASTEH.NS,"'TPLPLASTEH.NS',"
Tree House Education & Accessories Limited,TREEHOUSE.NS,"'TREEHOUSE.NS',"
TREJHARA SOLUTIONS LIMITED,TREJHARA.NS,"'TREJHARA.NS',"
Trent Limited,TRENT.NS,"'TRENT.NS',"
TRF Limited,TRF.NS,"'TRF.NS',"
Trident Limited,TRIDENT.NS,"'TRIDENT.NS',"
Trigyn Technologies Limited,TRIGYN.NS,"'TRIGYN.NS',"
Transformers And Rectifiers (India) Limited,TRIL.NS,"'TRIL.NS',"
Triveni Turbine Limited,TRITURBINE.NS,"'TRITURBINE.NS',"
Triveni Engineering & Industries Limited,TRIVENI.NS,"'TRIVENI.NS',"
TTK Healthcare Limited,TTKHLTCARE.NS,"'TTKHLTCARE.NS',"
TTK Prestige Limited,TTKPRESTIG.NS,"'TTKPRESTIG.NS',"
T T Limited,TTL.NS,"'TTL.NS',"
Tata Teleservices (Maharashtra) Limited,TTML.NS,"'TTML.NS',"
TV18 Broadcast Limited,TV18BRDCST.NS,"'TV18BRDCST.NS',"
TVS Electronics Limited,TVSELECT.NS,"'TVSELECT.NS',"
TVS Motor Company Limited,TVSMOTOR.NS,"'TVSMOTOR.NS',"
TVS Srichakra Limited,TVSSRICHAK.NS,"'TVSSRICHAK.NS',"
TV Today Network Limited,TVTODAY.NS,"'TVTODAY.NS',"
TV Vision Limited,TVVISION.NS,"'TVVISION.NS',"
Titagarh Wagons Limited,TWL.NS,"'TWL.NS',"
United Breweries Limited,UBL.NS,"'UBL.NS',"
Ucal Fuel Systems Limited,UCALFUEL.NS,"'UCALFUEL.NS',"
UCO Bank,UCOBANK.NS,"'UCOBANK.NS',"
UFLEX Limited,UFLEX.NS,"'UFLEX.NS',"
UFO Moviez India Limited,UFO.NS,"'UFO.NS',"
The Ugar Sugar Works Limited,UGARSUGAR.NS,"'UGARSUGAR.NS',"
Ujaas Energy Limited,UJAAS.NS,"'UJAAS.NS',"
Ujjivan Financial Services Limited,UJJIVAN.NS,"'UJJIVAN.NS',"
Ujjivan Small Finance Bank Limited,UJJIVANSFB.NS,"'UJJIVANSFB.NS',"
UltraTech Cement Limited,ULTRACEMCO.NS,"'ULTRACEMCO.NS',"
Umang Dairies Limited,UMANGDAIRY.NS,"'UMANGDAIRY.NS',"
Usha Martin Education & Solutions Limited,UMESLTD.NS,"'UMESLTD.NS',"
Unichem Laboratories Limited,UNICHEMLAB.NS,"'UNICHEMLAB.NS',"
United Drilling Tools Limited,UNIDT.NS,"'UNIDT.NS',"
Uniphos Enterprises Limited,UNIENTER.NS,"'UNIENTER.NS',"
Union Bank of India,UNIONBANK.NS,"'UNIONBANK.NS',"
Unitech Limited,UNITECH.NS,"'UNITECH.NS',"
The United Nilgiri Tea Estates Company Limited,UNITEDTEA.NS,"'UNITEDTEA.NS',"
Unity Infraprojects Limited,UNITY.NS,"'UNITY.NS',"
Univastu India Limited,UNIVASTU.NS,"'UNIVASTU.NS',"
Universal Cables Limited,UNIVCABLES.NS,"'UNIVCABLES.NS',"
Universus Photo Imagings Limited,UNIVPHOTO.NS,"'UNIVPHOTO.NS',"
UPL Limited,UPL.NS,"'UPL.NS',"
Urja Global Limited,URJA.NS,"'URJA.NS',"
Usha Martin Limited,USHAMART.NS,"'USHAMART.NS',"
UTI Asset Management Company Limited,UTIAMC.NS,"'UTIAMC.NS',"
Uttam Galva Steels Limited,UTTAMSTL.NS,"'UTTAMSTL.NS',"
Uttam Sugar Mills Limited,UTTAMSUGAR.NS,"'UTTAMSUGAR.NS',"
V2 Retail Limited,V2RETAIL.NS,"'V2RETAIL.NS',"
Vadilal Industries Limited,VADILALIND.NS,"'VADILALIND.NS',"
Vaibhav Global Limited,VAIBHAVGBL.NS,"'VAIBHAVGBL.NS',"
Vaishali Pharma Limited,VAISHALI.NS,"'VAISHALI.NS',"
Vakrangee Limited,VAKRANGEE.NS,"'VAKRANGEE.NS',"
Valiant Organics Limited,VALIANTORG.NS,"'VALIANTORG.NS',"
Vardhman Acrylics Limited,VARDHACRLC.NS,"'VARDHACRLC.NS',"
Vardhman Polytex Limited,VARDMNPOLY.NS,"'VARDMNPOLY.NS',"
Varroc Engineering Limited,VARROC.NS,"'VARROC.NS',"
Vascon Engineers Limited,VASCONEQ.NS,"'VASCONEQ.NS',"
Vaswani Industries Limited,VASWANI.NS,"'VASWANI.NS',"
Varun Beverages Limited,VBL.NS,"'VBL.NS',"
Vedanta Limited,VEDL.NS,"'VEDL.NS',"
Venky's (India) Limited,VENKEYS.NS,"'VENKEYS.NS',"
Venus Remedies Limited,VENUSREM.NS,"'VENUSREM.NS',"
Vertoz Advertising Limited,VERTOZ.NS,"'VERTOZ.NS',"
Vesuvius India Limited,VESUVIUS.NS,"'VESUVIUS.NS',"
Veto Switchgears And Cables Limited,VETO.NS,"'VETO.NS',"
V-Guard Industries Limited,VGUARD.NS,"'VGUARD.NS',"
Vardhman Holdings Limited,VHL.NS,"'VHL.NS',"
Viceroy Hotels Limited,VICEROY.NS,"'VICEROY.NS',"
Videocon Industries Limited,VIDEOIND.NS,"'VIDEOIND.NS',"
Vidhi Specialty Food Ingredients Limited,VIDHIING.NS,"'VIDHIING.NS',"
Viji Finance Limited,VIJIFIN.NS,"'VIJIFIN.NS',"
Vikas EcoTech Limited,VIKASECO.NS,"'VIKASECO.NS',"
Vikas Multicorp Limited,VIKASMCORP.NS,"'VIKASMCORP.NS',"
Vikas Proppant & Granite Limited,VIKASPROP.NS,"'VIKASPROP.NS',"
Vikas WSP Limited,VIKASWSP.NS,"'VIKASWSP.NS',"
Vimta Labs Limited,VIMTALABS.NS,"'VIMTALABS.NS',"
Vinati Organics Limited,VINATIORGA.NS,"'VINATIORGA.NS',"
Vindhya Telelinks Limited,VINDHYATEL.NS,"'VINDHYATEL.NS',"
Vinyl Chemicals (India) Limited,VINYLINDIA.NS,"'VINYLINDIA.NS',"
VIP Clothing Limited,VIPCLOTHNG.NS,"'VIPCLOTHNG.NS',"
VIP Industries Limited,VIPIND.NS,"'VIPIND.NS',"
Vipul Limited,VIPULLTD.NS,"'VIPULLTD.NS',"
Visaka Industries Limited,VISAKAIND.NS,"'VISAKAIND.NS',"
Visa Steel Limited,VISASTEEL.NS,"'VISASTEEL.NS',"
Vishal Fabrics Limited,VISHAL.NS,"'VISHAL.NS',"
Vishnu Chemicals Limited,VISHNU.NS,"'VISHNU.NS',"
Vishwaraj Sugar Industries Limited,VISHWARAJ.NS,"'VISHWARAJ.NS',"
Visagar Polytex Limited,VIVIDHA.NS,"'VIVIDHA.NS',"
Vivimed Labs Limited,VIVIMEDLAB.NS,"'VIVIMEDLAB.NS',"
VLS Finance Limited,VLSFINANCE.NS,"'VLSFINANCE.NS',"
V-Mart Retail Limited,VMART.NS,"'VMART.NS',"
Voltamp Transformers Limited,VOLTAMP.NS,"'VOLTAMP.NS',"
Voltas Limited,VOLTAS.NS,"'VOLTAS.NS',"
VRL Logistics Limited,VRLLOG.NS,"'VRLLOG.NS',"
Vardhman Special Steels Limited,VSSL.NS,"'VSSL.NS',"
VST Industries Limited,VSTIND.NS,"'VSTIND.NS',"
V.S.T Tillers Tractors Limited,VSTTILLERS.NS,"'VSTTILLERS.NS',"
Vardhman Textiles Limited,VTL.NS,"'VTL.NS',"
VA Tech Wabag Limited,WABAG.NS,"'WABAG.NS',"
WABCO India Limited,WABCOINDIA.NS,"'WABCOINDIA.NS',"
Walchandnagar Industries Limited,WALCHANNAG.NS,"'WALCHANNAG.NS',"
Wanbury Limited,WANBURY.NS,"'WANBURY.NS',"
Waterbase Limited,WATERBASE.NS,"'WATERBASE.NS',"
Websol Energy System Limited,WEBELSOLAR.NS,"'WEBELSOLAR.NS',"
Weizmann Limited,WEIZMANIND.NS,"'WEIZMANIND.NS',"
Welspun Corp Limited,WELCORP.NS,"'WELCORP.NS',"
Welspun Enterprises Limited,WELENT.NS,"'WELENT.NS',"
Welspun Investments and Commercials Limited,WELINV.NS,"'WELINV.NS',"
Welspun India Limited,WELSPUNIND.NS,"'WELSPUNIND.NS',"
Wendt (India) Limited,WENDT.NS,"'WENDT.NS',"
Westlife Development Ltd,WESTLIFE.NS,"'WESTLIFE.NS',"
Wheels India Limited,WHEELS.NS,"'WHEELS.NS',"
Whirlpool of India Limited,WHIRLPOOL.NS,"'WHIRLPOOL.NS',"
Williamson Magor & Company Limited,WILLAMAGOR.NS,"'WILLAMAGOR.NS',"
Windsor Machines Limited,WINDMACHIN.NS,"'WINDMACHIN.NS',"
The Western India Plywoods Limited,WIPL.NS,"'WIPL.NS',"
Wipro Limited,WIPRO.NS,"'WIPRO.NS',"
Wockhardt Limited,WOCKPHARMA.NS,"'WOCKPHARMA.NS',"
Wonderla Holidays Limited,WONDERLA.NS,"'WONDERLA.NS',"
Worth Peripherals Limited,WORTH.NS,"'WORTH.NS',"
W S Industries (I) Limited,WSI.NS,"'WSI.NS',"
West Coast Paper Mills Limited,WSTCSTPAPR.NS,"'WSTCSTPAPR.NS',"
Xchanging Solutions Limited,XCHANGING.NS,"'XCHANGING.NS',"
Xelpmoc Design And Tech Limited,XELPMOC.NS,"'XELPMOC.NS',"
Xpro India Limited,XPROINDIA.NS,"'XPROINDIA.NS',"
Yaarii Digital Integrated Services Limited,YAARII.NS,"'YAARII.NS',"
Yes Bank Limited,YESBANK.NS,"'YESBANK.NS',"
Zee Entertainment Enterprises Limited,ZEEL.NS,"'ZEEL.NS',"
Zee Learn Limited,ZEELEARN.NS,"'ZEELEARN.NS',"
Zee Media Corporation Limited,ZEEMEDIA.NS,"'ZEEMEDIA.NS',"
Zenith Exports Limited,ZENITHEXPO.NS,"'ZENITHEXPO.NS',"
Zenith Steel Pipes & Industries Limited,ZENITHSTL.NS,"'ZENITHSTL.NS',"
Zensar Technologies Limited,ZENSARTECH.NS,"'ZENSARTECH.NS',"
Zen Technologies Limited,ZENTEC.NS,"'ZENTEC.NS',"
Zicom Electronic Security Systems Limited,ZICOM.NS,"'ZICOM.NS',"
Zodiac Clothing Company Limited,ZODIACLOTH.NS,"'ZODIACLOTH.NS',"
Zodiac JRD- MKJ Limited,ZODJRDMKJ.NS,"'ZODJRDMKJ.NS',"
Zota Health Care LImited,ZOTA.NS,"'ZOTA.NS',"
Zuari Agro Chemicals Limited,ZUARI.NS,"'ZUARI.NS',"
Zuari Global Limited,ZUARIGLOB.NS,"'ZUARIGLOB.NS',"
Zydus Wellness Limited,ZYDUSWELL.NS,'ZYDUSWELL.NS'
